r,205,1034,2500,4605,7347,10726,14744,19399,24692,30622,37191,44396,52240,60721,69840,79597,89991,101023,112693,125001
5.0,0.6708155958626932,0.7140938546928126,0.7420294042128512,0.7620256183823877,0.7859555833151752,0.8013877102088971,0.8172576210965076,0.8324577840023304,0.8493532082216214,0.8689123936277139,0.8842628964127734,0.8984302939766211,0.9186188634265982,0.9303103786811278,0.9425846235454968,0.9596776395979708,0.9707219577387368,0.9725490472015328,0.9791567237983158,0.980876817954726
15.0,0.5956812246013528,0.6474322958570065,0.6811781049395579,0.7051058455563967,0.7347377345424229,0.7541741116977224,0.7736953164952405,0.793000440577141,0.8137584180966609,0.8383515529138623,0.857050537191347,0.8747522056974578,0.8992274911658396,0.913605694361282,0.9291347307552824,0.9500534569256021,0.9637373108996559,0.9658962331744247,0.974389566473454,0.9763378532008266
25.0,0.5561072495647119,0.6093746464351578,0.6455931129342747,0.6718816318954904,0.7044942673177268,0.7266800046872902,0.7481261298236855,0.7695499944929485,0.7922152140265173,0.8199847445861613,0.8410107139053057,0.8605816359430641,0.8874568623743834,0.9037101302998408,0.9210083180132358,0.9443047845998936,0.9596357459526516,0.9619773356927472,0.971341592907511,0.9735530566551782
35.0,0.5359323393749933,0.5872129566844281,0.6244015656152416,0.6519056357094428,0.6862219678234933,0.7099487626620884,0.7325277869040047,0.7549623306023835,0.7789244856547319,0.8088139472960176,0.8312681002129853,0.8519645874205743,0.8802008880868815,0.8975890959887978,0.915858844855205,0.9407583840929435,0.9570744971706762,0.9594578556685532,0.9693965002558149,0.9718378958722318
45.0,0.5233442820261794,0.5706686294103018,0.6081679098155992,0.6360423121443031,0.6712162498514627,0.6967038026184459,0.7196341007756085,0.7431687082716698,0.7678799041180571,0.7995575196647592,0.8233147003209682,0.8446564132125823,0.8743097516897634,0.8926343290799472,0.91142609011848,0.937978121527156,0.954969625184784,0.9576358908435232,0.9677161203206134,0.9703018117093708
55.0,0.514324952520401,0.5570422177810803,0.5943731863018223,0.6231504148874378,0.6591616784386207,0.6857984935871361,0.7095749653023746,0.733892772688413,0.7594149845958317,0.7928921869793202,0.8170459328616317,0.8395290644729302,0.8694875302765908,0.8885904694404166,0.9081644709211644,0.9357803543742956,0.953406823860599,0.9559020710502224,0.9666586054770576,0.9692609027054128
65.0,0.5087565389729901,0.5458411565457797,0.5826369365791553,0.6110549090084585,0.6474955902057599,0.6756550845743167,0.6994521565583715,0.7245544291983999,0.7509767411980688,0.7858464552024391,0.8109113460532928,0.8341022776626679,0.8649215834497198,0.8847989642339558,0.9045197426036852,0.9338084553624147,0.9517497366981716,0.9545088347037672,0.9652951651939916,0.9679913172148912
75.0,0.5053054876455435,0.5371757877904547,0.5728795000189488,0.6013228000502115,0.6378206875820137,0.6670934790424162,0.6910468110282553,0.7170611411168702,0.7440856117291365,0.7802209586708422,0.805978836351645,0.8298389020316299,0.861171554351897,0.8816112887190296,0.9016223621773056,0.9321393438855464,0.9504258562252365,0.953282459200408,0.9642611716656194,0.9670392371635956
85.0,0.5029613764135727,0.5295025728961903,0.5638897678470394,0.5919931941132037,0.6285398748714071,0.6589332731415783,0.6830269732790495,0.7097909681098838,0.7373959312882417,0.7747024955929791,0.8011230532210599,0.8257554779955875,0.8574723546622595,0.8784630109028329,0.8987220846134908,0.9305599747371665,0.9490944061087282,0.9520842383069764,0.9631889778004198,0.966119479806128
95.0,0.5015734865485689,0.5234311495038759,0.5563018872163857,0.5835204199302191,0.6201550125455051,0.6515790721854559,0.6756848405403265,0.7032505711559875,0.7312858408570836,0.7694538076124829,0.7966265864841248,0.8218219472603946,0.8542672147077347,0.8756597114769703,0.8960653472639808,0.9292960783328224,0.9478598920215038,0.9511335925218783,0.9621472894682264,0.9652027191098614
105.0,0.5008360763713856,0.5187795075710556,0.5498435718578323,0.5768047738423957,0.6138788113483747,0.6458451163437218,0.6706022300389929,0.6984422969367678,0.7268839103518678,0.7659157961875509,0.7932122791763733,0.8191510293500763,0.8516058355800215,0.873643262864048,0.8942911132190389,0.9282833054189644,0.946928956720863,0.9501761160045794,0.9615591326472664,0.964738221809316
115.0,0.5004129351334313,0.5149298165114736,0.5442346171233331,0.5702471418198837,0.6074161248984687,0.6397605246007302,0.6649175595722965,0.6932946902033365,0.7219161942623172,0.7615618316363734,0.7893107131731515,0.8159059406484457,0.8490038197887719,0.8714347912224616,0.8921717718067244,0.9274044815076364,0.9460458676641672,0.9495162854264524,0.9606900520283944,0.9640069236722646
