node,X,Y,Survey
602,495144,263068,0
603,505144,263068,1
604,515144,263068,0
605,525144,263068,0
606,535144,263068,1
607,545144,263068,0
608,555144,263068,0
609,565144,263068,0
610,575144,263068,0
611,585144,263068,0
612,595144,263068,0
613,605144,263068,0
614,615144,263068,1
615,625144,263068,0
616,635144,263068,0
617,645144,263068,0
618,335144,273068,0
619,345144,273068,0
620,355144,273068,0
621,365144,273068,0
622,375144,273068,0
623,385144,273068,1
624,395144,273068,0
625,405144,273068,0
626,415144,273068,1
627,425144,273068,0
628,435144,273068,1
629,445144,273068,0
630,455144,273068,0
631,465144,273068,0
632,475144,273068,0
633,485144,273068,1
634,495144,273068,0
635,505144,273068,0
636,515144,273068,0
637,525144,273068,0
638,535144,273068,0
639,545144,273068,0
640,555144,273068,0
641,565144,273068,0
642,575144,273068,1
643,585144,273068,0
644,595144,273068,0
645,605144,273068,0
646,615144,273068,0
647,625144,273068,0
648,635144,273068,1
649,645144,273068,0
650,325144,283068,1
651,335144,283068,0
652,345144,283068,0
653,355144,283068,1
654,365144,283068,0
655,375144,283068,1
656,385144,283068,0
657,395144,283068,1
658,405144,283068,0
659,415144,283068,0
660,425144,283068,0
661,435144,283068,0
662,445144,283068,0
663,455144,283068,1
664,465144,283068,1
665,475144,283068,0
666,485144,283068,0
667,495144,283068,0
668,505144,283068,0
669,515144,283068,0
670,525144,283068,0
671,535144,283068,1
672,545144,283068,0
673,555144,283068,1
674,565144,283068,0
675,575144,283068,0
676,585144,283068,0
677,595144,283068,0
678,605144,283068,1
679,615144,283068,0
680,625144,283068,1
681,635144,283068,0
682,645144,283068,0
683,335144,293068,0
684,345144,293068,1
685,355144,293068,0
686,365144,293068,0
687,375144,293068,1
688,385144,293068,1
689,395144,293068,0
690,405144,293068,0
691,415144,293068,0
692,425144,293068,1
693,435144,293068,0
694,445144,293068,0
695,455144,293068,0
696,465144,293068,1
697,475144,293068,0
698,485144,293068,1
699,495144,293068,0
700,505144,293068,1
701,515144,293068,0
702,525144,293068,0
703,535144,293068,0
704,545144,293068,0
705,555144,293068,0
706,565144,293068,0
707,575144,293068,0
708,585144,293068,0
709,595144,293068,0
710,605144,293068,0
711,615144,293068,1
712,625144,293068,0
713,635144,293068,0
714,645144,293068,0
715,335144,303068,1
716,345144,303068,0
717,355144,303068,1
718,365144,303068,0
719,375144,303068,0
720,385144,303068,0
721,395144,303068,0
722,405144,303068,0
723,415144,303068,0
724,425144,303068,1
725,435144,303068,1
726,445144,303068,0
727,455144,303068,0
728,465144,303068,0
729,475144,303068,1
730,485144,303068,0
731,495144,303068,0
732,505144,303068,0
733,515144,303068,0
734,525144,303068,0
735,535144,303068,0
736,545144,303068,0
737,555144,303068,1
738,565144,303068,0
739,575144,303068,1
740,585144,303068,0
741,595144,303068,1
742,605144,303068,0
743,615144,303068,0
744,625144,303068,0
745,635144,303068,0
746,645144,303068,1
747,335144,313068,0
748,345144,313068,1
749,355144,313068,0
750,365144,313068,0
751,375144,313068,0
752,385144,313068,1
753,395144,313068,0
754,405144,313068,1
755,415144,313068,0
756,425144,313068,1
757,435144,313068,1
758,445144,313068,1
759,455144,313068,0
760,465144,313068,1
761,475144,313068,1
762,485144,313068,0
763,495144,313068,1
764,505144,313068,0
765,515144,313068,0
766,525144,313068,1
767,535144,313068,0
768,545144,313068,0
769,555144,313068,0
770,565144,313068,0
771,575144,313068,0
772,585144,313068,0
773,595144,313068,0
774,605144,313068,0
775,615144,313068,0
776,625144,313068,0
777,635144,313068,0
778,645144,313068,0
779,315144,323068,0
780,325144,323068,1
781,335144,323068,0
782,345144,323068,0
783,355144,323068,0
784,365144,323068,0
785,375144,323068,0
786,385144,323068,1
787,395144,323068,0
788,405144,323068,0
789,415144,323068,1
790,425144,323068,0
791,435144,323068,0
792,445144,323068,1
793,455144,323068,0
794,465144,323068,0
795,475144,323068,0
796,485144,323068,0
797,495144,323068,0
798,505144,323068,1
799,515144,323068,0
800,525144,323068,0
801,535144,323068,0
802,545144,323068,1
803,555144,323068,0
804,565144,323068,0
805,575144,323068,1
806,585144,323068,0
807,595144,323068,1
808,605144,323068,0
809,615144,323068,0
810,625144,323068,0
811,635144,323068,1
812,645144,323068,0
813,315144,333068,0
814,325144,333068,1
815,335144,333068,0
816,345144,333068,0
817,355144,333068,1
818,365144,333068,0
819,375144,333068,0
820,385144,333068,0
821,395144,333068,0
822,405144,333068,0
823,415144,333068,0
824,425144,333068,1
825,435144,333068,0
826,445144,333068,0
827,455144,333068,0
828,465144,333068,0
829,475144,333068,1
830,485144,333068,0
831,495144,333068,0
832,505144,333068,0
833,515144,333068,0
834,525144,333068,1
835,535144,333068,0
836,545144,333068,0
837,565144,333068,0
838,575144,333068,1
839,585144,333068,0
840,595144,333068,1
841,605144,333068,0
842,615144,333068,1
843,625144,333068,0
844,635144,333068,0
845,325144,343068,0
846,335144,343068,0
847,345144,343068,1
848,355144,343068,0
849,365144,343068,1
850,375144,343068,0
851,385144,343068,1
852,395144,343068,0
853,405144,343068,1
854,415144,343068,1
855,425144,343068,0
856,435144,343068,0
857,445144,343068,0
858,455144,343068,0
859,465144,343068,0
860,475144,343068,0
861,485144,343068,0
862,495144,343068,0
863,505144,343068,0
864,515144,343068,0
865,525144,343068,0
866,535144,343068,0
867,575144,343068,0
868,585144,343068,0
869,595144,343068,0
870,605144,343068,0
871,615144,343068,0
872,335144,353068,0
873,345144,353068,1
874,355144,353068,0
875,365144,353068,0
876,375144,353068,0
877,385144,353068,1
878,395144,353068,0
879,405144,353068,0
880,415144,353068,0
881,425144,353068,1
882,435144,353068,0
883,445144,353068,0
884,455144,353068,0
885,465144,353068,1
886,475144,353068,0
887,485144,353068,1
888,495144,353068,1
889,505144,353068,0
890,515144,353068,0
891,525144,353068,0
892,535144,353068,0
893,545144,353068,0
894,345144,363068,0
895,355144,363068,0
896,365144,363068,0
897,375144,363068,1
898,385144,363068,0
899,395144,363068,0
900,405144,363068,1
901,415144,363068,0
902,425144,363068,1
903,435144,363068,0
904,445144,363068,1
905,455144,363068,0
906,465144,363068,0
907,475144,363068,0
908,485144,363068,0
909,495144,363068,0
910,505144,363068,1
911,515144,363068,0
912,525144,363068,0
913,535144,363068,1
914,545144,363068,0
915,555144,363068,0
916,335144,373068,0
917,345144,373068,0
918,355144,373068,1
919,365144,373068,0
920,375144,373068,0
921,385144,373068,0
922,395144,373068,1
923,405144,373068,1
924,415144,373068,0
925,425144,373068,0
926,435144,373068,0
927,445144,373068,0
928,455144,373068,1
929,465144,373068,0
930,475144,373068,0
931,485144,373068,1
932,495144,373068,0
933,505144,373068,0
934,515144,373068,1
935,525144,373068,0
936,535144,373068,1
937,545144,373068,0
938,555144,373068,0
939,325144,383068,0
940,335144,383068,0
941,345144,383068,1
942,355144,383068,0
943,365144,383068,0
944,375144,383068,0
945,385144,383068,0
946,395144,383068,0
947,405144,383068,0
948,415144,383068,0
949,425144,383068,1
950,435144,383068,1
951,445144,383068,0
952,455144,383068,0
953,465144,383068,0
954,475144,383068,1
955,485144,383068,0
956,495144,383068,0
957,505144,383068,0
958,515144,383068,0
959,525144,383068,0
960,535144,383068,0
961,545144,383068,0
962,335144,393068,0
963,345144,393068,0
964,355144,393068,0
965,365144,393068,0
966,375144,393068,0
967,385144,393068,0
968,395144,393068,0
969,405144,393068,1
970,415144,393068,0
971,425144,393068,0
972,435144,393068,1
973,445144,393068,0
974,455144,393068,1
975,465144,393068,0
976,475144,393068,0
977,485144,393068,0
978,495144,393068,1
979,505144,393068,0
980,515144,393068,1
981,525144,393068,0
982,535144,393068,0
983,545144,393068,0
984,335144,403068,0
985,345144,403068,1
986,355144,403068,0
987,365144,403068,0
988,375144,403068,0
989,385144,403068,0
990,395144,403068,0
991,405144,403068,0
992,415144,403068,1
993,425144,403068,0
994,435144,403068,0
995,445144,403068,0
996,455144,403068,0
997,465144,403068,0
998,475144,403068,0
999,485144,403068,0
1000,495144,403068,0
1001,505144,403068,0
1002,515144,403068,0
1003,525144,403068,0
1004,535144,403068,0
1005,335144,413068,1
1006,345144,413068,0
1007,355144,413068,1
1008,365144,413068,0
1009,375144,413068,1
1010,385144,413068,0
1011,395144,413068,0
1012,405144,413068,0
1013,415144,413068,1
1014,425144,413068,1
1015,435144,413068,0
1016,445144,413068,0
1017,455144,413068,0
1018,465144,413068,0
1019,475144,413068,0
1020,485144,413068,1
1021,495144,413068,1
1022,505144,413068,0
1023,515144,413068,1
1024,345144,423068,0
1025,355144,423068,0
1026,365144,423068,0
1027,375144,423068,0
1028,385144,423068,0
1029,395144,423068,1
1030,405144,423068,0
1031,415144,423068,0
1032,425144,423068,1
1033,435144,423068,0
1034,445144,423068,1
1035,455144,423068,0
1036,465144,423068,0
1037,475144,423068,0
1038,485144,423068,0
1039,505144,423068,0
1040,525144,423068,0
1041,535144,423068,1
1042,335144,433068,0
1043,345144,433068,1
1044,355144,433068,0
1045,365144,433068,1
1046,375144,433068,1
1047,385144,433068,0
1048,395144,433068,0
1049,405144,433068,0
1050,415144,433068,1
1051,425144,433068,1
1052,435144,433068,0
1053,445144,433068,0
1054,455144,433068,1
1055,465144,433068,0
1056,475144,433068,0
1057,485144,433068,0
1058,495144,433068,1
1059,505144,433068,0
1060,515144,433068,0
1061,525144,433068,0
1062,345144,443068,1
1063,355144,443068,0
1064,365144,443068,0
1065,375144,443068,0
1066,385144,443068,0
1067,395144,443068,0
1068,405144,443068,0
1069,415144,443068,0
1070,425144,443068,0
1071,435144,443068,0
1072,445144,443068,0
1073,455144,443068,0
1074,465144,443068,0
1075,475144,443068,0
1076,485144,443068,0
1077,495144,443068,0
1078,505144,443068,0
1079,515144,443068,0
1080,345144,453068,1
1081,355144,453068,1
1082,365144,453068,0
1083,375144,453068,0
1084,385144,453068,0
1085,395144,453068,1
1086,405144,453068,0
1087,415144,453068,0
1088,425144,453068,0
1089,435144,453068,1
1090,445144,453068,0
1091,455144,453068,0
1092,465144,453068,1
1093,475144,453068,0
1094,485144,453068,0
1095,495144,453068,0
1096,505144,453068,0
1097,515144,453068,0
1098,345144,463068,0
1099,355144,463068,0
1100,365144,463068,0
1101,375144,463068,0
1102,385144,463068,0
1103,395144,463068,1
1104,405144,463068,0
1105,415144,463068,1
1106,425144,463068,0
1107,435144,463068,0
1108,445144,463068,0
1109,455144,463068,0
1110,465144,463068,0
1111,475144,463068,0
1112,485144,463068,0
1113,495144,463068,0
1114,505144,463068,1
1115,515144,463068,0
1116,325144,473068,0
1117,355144,473068,1
1118,365144,473068,1
1119,375144,473068,0
1120,385144,473068,1
1121,395144,473068,0
1122,405144,473068,0
1123,415144,473068,0
1124,425144,473068,0
1125,435144,473068,0
1126,445144,473068,0
1127,455144,473068,1
1128,465144,473068,0
1129,475144,473068,0
1130,485144,473068,1
1131,495144,473068,0
1132,505144,473068,0
1133,515144,473068,0
1134,315144,483068,0
1135,325144,483068,0
1136,335144,483068,1
1137,345144,483068,0
1138,355144,483068,0
1139,365144,483068,0
1140,375144,483068,1
1141,385144,483068,0
1142,395144,483068,1
1143,405144,483068,0
1144,415144,483068,0
1145,425144,483068,0
1146,435144,483068,0
1147,445144,483068,0
1148,455144,483068,0
1149,465144,483068,1
1150,475144,483068,0
1151,485144,483068,0
1152,495144,483068,0
1153,505144,483068,0
1154,315144,493068,0
1155,325144,493068,1
1156,335144,493068,0
1157,345144,493068,0
1158,355144,493068,0
1159,365144,493068,0
1160,375144,493068,0
1161,385144,493068,0
1162,395144,493068,1
1163,405144,493068,0
1164,415144,493068,0
1165,425144,493068,1
1166,435144,493068,0
1167,445144,493068,1
1168,455144,493068,0
1169,465144,493068,0
1170,475144,493068,0
1171,485144,493068,0
1172,495144,493068,0
1173,305144,503068,1
1174,315144,503068,0
1175,325144,503068,0
1176,335144,503068,0
1177,345144,503068,1
1178,355144,503068,0
1179,365144,503068,0
1180,375144,503068,0
1181,385144,503068,0
1182,395144,503068,0
1183,405144,503068,0
1184,415144,503068,0
1185,425144,503068,0
1186,435144,503068,0
1187,445144,503068,0
1188,455144,503068,0
1189,465144,503068,0
1190,475144,503068,0
1191,485144,503068,1
1192,495144,503068,0
1193,295144,513068,0
1194,305144,513068,0
1195,315144,513068,0
1196,325144,513068,0
1197,335144,513068,1
1198,345144,513068,0
1199,355144,513068,0
1200,365144,513068,0
1201,375144,513068,1
1202,385144,513068,0
1203,395144,513068,0
1204,405144,513068,0
1205,415144,513068,1
1206,425144,513068,0
1207,435144,513068,0
1208,445144,513068,0
1209,455144,513068,1
1210,465144,513068,1
1211,475144,513068,0
1212,485144,513068,0
1213,305144,523068,0
1214,315144,523068,0
1215,325144,523068,0
1216,335144,523068,1
1217,345144,523068,0
1218,355144,523068,1
1219,365144,523068,0
1220,375144,523068,0
1221,385144,523068,0
1222,395144,523068,1
1223,405144,523068,0
1224,415144,523068,0
1225,425144,523068,0
1226,435144,523068,0
1227,445144,523068,0
1228,455144,523068,0
1229,305144,533068,1
1230,315144,533068,0
1231,325144,533068,0
1232,335144,533068,0
1233,345144,533068,0
1234,355144,533068,1
1235,365144,533068,0
1236,375144,533068,0
1237,385144,533068,0
1238,395144,533068,0
1239,405144,533068,0
1240,415144,533068,1
1241,425144,533068,0
1242,435144,533068,1
1243,445144,533068,0
1244,315144,543068,0
1245,325144,543068,0
1246,335144,543068,0
1247,345144,543068,0
1248,355144,543068,0
1249,365144,543068,0
1250,375144,543068,0
1251,385144,543068,1
1252,395144,543068,0
1253,405144,543068,0
1254,415144,543068,0
1255,425144,543068,0
1256,435144,543068,0
1257,315144,553068,1
1258,325144,553068,0
1259,335144,553068,0
1260,345144,553068,0
1261,355144,553068,0
1262,365144,553068,0
1263,375144,553068,0
1264,385144,553068,1
1265,395144,553068,0
1266,405144,553068,0
1267,415144,553068,1
1268,425144,553068,0
1269,435144,553068,1
1270,335144,563068,0
1271,345144,563068,0
1272,355144,563068,0
1273,365144,563068,0
1274,375144,563068,1
1275,385144,563068,0
1276,395144,563068,0
1277,405144,563068,0
1278,415144,563068,1
1279,425144,563068,0
1280,435144,563068,0
1281,335144,573068,1
1282,345144,573068,0
1283,355144,573068,0
1284,365144,573068,0
1285,375144,573068,1
1286,385144,573068,0
1287,395144,573068,0
1288,405144,573068,0
1289,415144,573068,0
1290,425144,573068,0
1291,435144,573068,1
1292,355144,583068,0
1293,365144,583068,0
1294,375144,583068,0
1295,385144,583068,0
1296,395144,583068,0
1297,405144,583068,0
1298,415144,583068,0
1299,425144,583068,0
1300,365144,593068,0
1301,375144,593068,0
1302,385144,593068,0
1303,395144,593068,0
1304,405144,593068,0
1305,415144,593068,0
1306,425144,593068,1
1307,375144,603068,0
1308,385144,603068,0
1309,395144,603068,0
1310,405144,603068,1
1311,415144,603068,0
1312,425144,603068,0
1313,385144,613068,0
1314,395144,613068,0
1315,405144,613068,0
1316,415144,613068,0
1317,425144,613068,0
1318,395144,623068,0
1319,405144,623068,0
1320,415144,623068,0
1321,425144,623068,1
1322,385144,633068,0
1323,395144,633068,0
1324,405144,633068,0
1325,415144,633068,0
1326,395144,643068,0
1327,405144,643068,1
1328,395144,653068,0
