latitude,longitude,dep,x,y
50.027991,-5.240468,[kw],167.943733069843,19.3087770040063
50.076007,-5.626154,[kw],140.589359507805,25.9147380732226
50.187582,-5.370383,[kw],159.443574230953,37.4579041630802
50.282002,-4.840752,[kw],197.639475907542,46.3779512355886
50.346039,-3.682552,[kw],280.29877609666,50.9908318960522
50.421219,-3.96414,[kw],260.48799755494,59.8395760697026
50.508415,-4.790314,[kw],202.176970952009,71.4096682695489
50.574983,-3.81225,[kw],271.693318044532,76.660022246683
50.577706,-4.097848,[kw],251.483265286542,77.4958694191852
50.596439,-1.26302,[kw],452.155622530431,77.7371582519854
50.606127,-4.512319,[kw],222.251308989395,81.5676106265658
50.616444,-2.06195,[kw],395.617671901426,79.7040858944823
50.667967,-3.535299,[kw],291.514544669773,86.5553357202129
50.671133,-2.563294,[kw],360.199066120934,85.9343211954479
50.725834,-3.910826,[kw],265.147329972885,93.6061533234335
50.754717,-2.857273,[kw],339.535132731962,95.4269048223966
50.779847,-3.222883,[kw],313.794921707535,98.583530966696
50.82642,-1.701727,[kw],421.005660080149,103.091633381238
50.8317,-2.329,[kw],376.833031291119,103.68790244381
50.847426,0.097874,[kw],547.668423037376,107.481766896555
50.877069,-4.482512,[kw],225.371055274142,111.616759524873
50.897815,-3.833946,[kw],271.047131942716,112.589558271913
50.912859,-2.795911,[kw],344.052427813628,112.962173333076
50.927046,-0.609178,[kw],497.735053165217,115.159039646248
50.931636,-1.086495,[kw],464.187719372521,115.145701372492
50.93361,0.243262,[kw],557.609963493227,117.364008352452
50.9516,-2.000834,[kw],399.941423307556,116.968268485378
50.966687,-3.113596,[kw],321.811984353879,119.236095430684
50.970644,-0.86665,[kw],479.568188965555,119.697198281634
50.976335,-4.171064,[kw],247.601965584939,121.962263718326
50.992464,0.033713,[kw],542.708057498425,123.480533085466
51.013156,-1.647986,[kw],424.691295041532,123.871873357405
51.013355,-2.42717,[kw],370.037189255659,123.921863644254
51.033234,0.816376,[kw],597.447252029997,129.819924453958
51.043532,-2.929939,[kw],334.814481658332,127.601943537412
51.052032,-3.97222,[kw],261.783912279841,129.986101524166
51.059856,-1.993764,[kw],400.436972459373,129.005735149352
51.075116,-3.500705,[kw],294.878855849906,131.773685107047
