latitude,longitude,dep,x,y,name,Region.num
50.027991,-5.240468,-en lost,167.943733069843,19.3087770040063,NA,NA
50.076007,-5.626154,-en lost,140.589359507805,25.9147380732226,NA,NA
50.187582,-5.370383,-en lost,159.443574230953,37.4579041630802,NA,NA
50.282002,-4.840752,-en lost,197.639475907542,46.3779512355886,NA,NA
50.346039,-3.682552,-en lost,280.29877609666,50.9908318960522,NA,NA
50.421219,-3.96414,-en lost,260.48799755494,59.8395760697026,NA,NA
50.508415,-4.790314,-en lost,202.176970952009,71.4096682695489,NA,NA
50.574983,-3.81225,-en lost,271.693318044532,76.660022246683,NA,NA
50.577706,-4.097848,-en lost,251.483265286542,77.4958694191852,NA,NA
50.596439,-1.26302,-en lost,452.155622530431,77.7371582519854,NA,NA
50.606127,-4.512319,-en lost,222.251308989395,81.5676106265658,NA,NA
50.616444,-2.06195,-en lost,395.617671901426,79.7040858944823,NA,NA
50.667967,-3.535299,-en lost,291.514544669773,86.5553357202129,NA,NA
50.671133,-2.563294,-en lost,360.199066120934,85.9343211954479,NA,NA
50.725834,-3.910826,-en lost,265.147329972885,93.6061533234335,NA,NA
50.754717,-2.857273,-en lost,339.535132731962,95.4269048223966,NA,NA
50.779847,-3.222883,-en lost,313.794921707535,98.583530966696,NA,NA
50.82642,-1.701727,-en lost,421.005660080149,103.091633381238,NA,NA
50.8317,-2.329,-en lost,376.833031291119,103.68790244381,NA,NA
50.847426,0.097874,-en lost,547.668423037376,107.481766896555,NA,NA
50.877069,-4.482512,-en lost,225.371055274142,111.616759524873,NA,NA
50.897815,-3.833946,-en lost,271.047131942716,112.589558271913,NA,NA
50.912859,-2.795911,-en lost,344.052427813628,112.962173333076,NA,NA
50.927046,-0.609178,-en lost,497.735053165217,115.159039646248,NA,NA
50.931636,-1.086495,-en lost,464.187719372521,115.145701372492,NA,NA
50.93361,0.243262,-en lost,557.609963493227,117.364008352452,NA,NA
50.9516,-2.000834,-en lost,399.941423307556,116.968268485378,NA,NA
50.966687,-3.113596,-en lost,321.811984353879,119.236095430684,NA,NA
50.970644,-0.86665,-en lost,479.568188965555,119.697198281634,NA,NA
50.976335,-4.171064,-en lost,247.601965584939,121.962263718326,NA,NA
50.992464,0.033713,-en lost,542.708057498425,123.480533085466,NA,NA
51.013156,-1.647986,-en lost,424.691295041532,123.871873357405,NA,NA
51.013355,-2.42717,-en lost,370.037189255659,123.921863644254,NA,NA
51.033234,0.816376,-en lost,597.447252029997,129.819924453958,NA,NA
51.043532,-2.929939,-en lost,334.814481658332,127.601943537412,NA,NA
51.052032,-3.97222,-en lost,261.783912279841,129.986101524166,NA,NA
51.059856,-1.993764,-en lost,400.436972459373,129.005735149352,NA,NA
51.075116,-3.500705,-en lost,294.878855849906,131.773685107047,NA,NA
51.078178,-1.486981,-en lost,435.934261556277,131.168203617316,NA,NA
51.090632,-1.161219,-en lost,458.736112757045,132.762432041185,NA,NA
51.090843,-0.34712,-en lost,515.740823075864,133.750572927533,NA,NA
51.108187,-3.649063,-en lost,284.569648372005,135.67299517284,NA,NA
51.11306,0.457947,-en lost,572.026017455656,137.794734052036,NA,NA
51.127849,-3.291264,-en lost,309.652040984166,137.358946464,NA,NA
51.150417,-0.712899,-en lost,490.012788460881,139.863199162146,NA,NA
51.179217,-2.151269,-en lost,389.42747531279,142.289110286837,NA,NA
