latitude,longitude,dep,x,y,name,Region.num
50.187582,-5.370383,pour,159.443574230953,37.4579041630802,NA,NA
50.282002,-4.840752,pour,197.639475907542,46.3779512355886,NA,NA
50.346039,-3.682552,pour,280.29877609666,50.9908318960522,NA,NA
50.421219,-3.96414,pour,260.48799755494,59.8395760697026,NA,NA
50.508415,-4.790314,pour,202.176970952009,71.4096682695489,NA,NA
50.574983,-3.81225,pour,271.693318044532,76.660022246683,NA,NA
50.577706,-4.097848,pour,251.483265286542,77.4958694191852,NA,NA
50.596439,-1.26302,pour,452.155622530431,77.7371582519854,NA,NA
50.606127,-4.512319,pour,222.251308989395,81.5676106265658,NA,NA
50.616444,-2.06195,pour,395.617671901426,79.7040858944823,NA,NA
50.667967,-3.535299,pour,291.514544669773,86.5553357202129,NA,NA
50.725834,-3.910826,pour,265.147329972885,93.6061533234335,NA,NA
50.754717,-2.857273,pour,339.535132731962,95.4269048223966,NA,NA
50.779847,-3.222883,pour,313.794921707535,98.583530966696,NA,NA
50.82642,-1.701727,pour,421.005660080149,103.091633381238,NA,NA
50.8317,-2.329,pour,376.833031291119,103.68790244381,NA,NA
50.847426,0.097874,pour,547.668423037376,107.481766896555,NA,NA
50.877069,-4.482512,pour,225.371055274142,111.616759524873,NA,NA
50.897815,-3.833946,pour,271.047131942716,112.589558271913,NA,NA
50.912859,-2.795911,pour,344.052427813628,112.962173333076,NA,NA
50.927046,-0.609178,pour,497.735053165217,115.159039646248,NA,NA
50.931636,-1.086495,pour,464.187719372521,115.145701372492,NA,NA
50.93361,0.243262,pour,557.609963493227,117.364008352452,NA,NA
50.966687,-3.113596,pour,321.811984353879,119.236095430684,NA,NA
50.970644,-0.86665,pour,479.568188965555,119.697198281634,NA,NA
50.976335,-4.171064,pour,247.601965584939,121.962263718326,NA,NA
50.992464,0.033713,pour,542.708057498425,123.480533085466,NA,NA
51.013156,-1.647986,pour,424.691295041532,123.871873357405,NA,NA
51.013355,-2.42717,pour,370.037189255659,123.921863644254,NA,NA
51.033234,0.816376,pour,597.447252029997,129.819924453958,NA,NA
51.043532,-2.929939,pour,334.814481658332,127.601943537412,NA,NA
51.052032,-3.97222,pour,261.783912279841,129.986101524166,NA,NA
51.059856,-1.993764,pour,400.436972459373,129.005735149352,NA,NA
51.075116,-3.500705,pour,294.878855849906,131.773685107047,NA,NA
51.078178,-1.486981,pour,435.934261556277,131.168203617316,NA,NA
51.090632,-1.161219,pour,458.736112757045,132.762432041185,NA,NA
51.090843,-0.34712,pour,515.740823075864,133.750572927533,NA,NA
51.108187,-3.649063,pour,284.569648372005,135.67299517284,NA,NA
51.11306,0.457947,pour,572.026017455656,137.794734052036,NA,NA
51.127849,-3.291264,pour,309.652040984166,137.358946464,NA,NA
51.150417,-0.712899,pour,490.012788460881,139.863199162146,NA,NA
51.179217,-2.151269,pour,389.42747531279,142.289110286837,NA,NA
51.17958,-3.138084,pour,320.458513730447,142.934121598207,NA,NA
51.1797,-3.521062,pour,293.693361395784,143.431463435793,NA,NA
51.181289,-0.357745,pour,514.772363705894,143.790349852085,NA,NA
51.18264,1.16917,pour,621.459823280614,147.433130221267,NA,NA
51.188321,-3.909505,pour,266.572003639528,145.023354018572,NA,NA
51.191485,-0.113074,pour,531.841364542989,145.334401854693,NA,NA
51.228772,-2.81108,pour,343.373014649738,148.101155618498,NA,NA
51.240295,-1.785885,pour,414.945183725492,149.091774117045,NA,NA
51.244295,0.759441,pour,592.575764828057,153.132356383634,NA,NA
51.249651,-1.507402,pour,434.376191573142,150.225622300051,NA,NA
51.250869,-1.188708,pour,456.61465466503,150.558424691197,NA,NA
51.252926,-0.483648,pour,505.809464301962,151.566659112525,NA,NA
51.264036,1.256024,pour,627.126466742479,156.746459819591,NA,NA
51.282598,-0.247666,pour,522.196273430259,155.23223705422,NA,NA
51.309006,-2.137016,pour,390.450562765858,156.719533385485,NA,NA
51.327415,-2.719179,pour,349.896592239744,159.003212507007,NA,NA
51.348757,-1.671462,pour,422.877900920927,161.182174788601,NA,NA
51.374941,-1.464228,pour,437.287397809096,164.178840706546,NA,NA
51.379406,-0.96065,pour,472.326556053762,165.05171178701,NA,NA
51.380963,0.218655,pour,554.380467420291,167.04817888969,NA,NA
51.397,-2.393,pour,372.662018133128,166.568903994844,NA,NA
51.428867,-1.85494,pour,410.083708644445,170.049288451829,NA,NA
51.446101,0.62131,pour,582.135234344471,175.214994597835,NA,NA
51.487453,-0.475554,pour,505.832075281421,177.656011867702,NA,NA
51.498447,-0.928179,pour,474.392447958349,178.321386338324,NA,NA
51.505328,-2.083788,pour,394.185282162396,178.545333881091,NA,NA
51.540371,-1.324842,pour,446.818411053608,182.654938599582,NA,NA
51.551795,-0.064644,pour,534.167388171379,185.484279270296,NA,NA
51.55967,-2.485006,pour,366.381703783582,184.69652053163,NA,NA
51.584144,-2.997666,pour,330.88429550561,187.77820142338,NA,NA
51.601076,-1.56018,pour,430.458540131479,189.281253766018,NA,NA
51.615886,0.738725,pour,589.585205614458,194.389540102569,NA,NA
51.637428,-2.987901,pour,331.640859621474,193.694305470642,NA,NA
51.639126,-2.754597,pour,347.786347763495,193.690633328436,NA,NA
51.641845,-1.930725,pour,404.793165295777,193.725663876143,NA,NA
51.652529,-1.037174,pour,466.601948667618,195.350417973651,NA,NA
51.65307,-0.627904,pour,494.910360501662,195.863032225307,NA,NA
51.663696,0.302137,pour,559.199384032371,198.662664619603,NA,NA
51.678969,-1.507944,pour,434.017650475001,197.966432349204,NA,NA
51.695127,0.879492,pour,598.980283703529,203.573832005131,NA,NA
51.728226,-2.377663,pour,373.919067316135,203.397064116929,NA,NA
51.745216,0.574241,pour,577.693589362209,208.354562594015,NA,NA
51.753067,-2.575322,pour,360.290854723673,206.248679471061,NA,NA
51.76258,-2.233281,pour,383.902105185559,207.175773622059,NA,NA
51.764794,-2.852012,pour,341.209015181435,207.739610480091,NA,NA
51.767372,0.104023,pour,545.168279124007,209.777081155985,NA,NA
51.773991,-1.001586,pour,468.878871480444,208.890504109842,NA,NA
51.781605,-1.376999,pour,442.972848288754,209.44933889185,NA,NA
51.792691,-3.01015,pour,330.34030980479,210.98118759816,NA,NA
51.79769,0.984602,pour,605.775316013174,215.267963041115,NA,NA
51.805422,-0.723713,pour,487.987008036838,212.684685259102,NA,NA
51.80716,0.348399,pour,561.884501468493,214.715799835326,NA,NA
51.81125,-0.292506,pour,517.697357778546,213.941189816012,NA,NA
51.812119,0.74656,pour,589.305954153627,216.226721605539,NA,NA
51.823063,-1.232683,pour,452.878705955517,214.154654958127,NA,NA
51.830096,-1.752249,pour,417.070903663705,214.687457780927,NA,NA
51.849869,-0.235508,pour,521.521930558858,218.329112629172,NA,NA
51.856956,-2.658584,pour,354.648478131124,217.850541946917,NA,NA
51.876776,-2.79461,pour,345.305608498865,220.148114305757,NA,NA
51.889753,1.075092,pour,611.580466204392,225.762267862661,NA,NA
51.891879,0.618749,pour,580.179120852299,224.770295226203,NA,NA
51.907508,0.856427,pour,596.460884616889,227.123058279106,NA,NA
51.914357,-1.627725,pour,425.603120515612,224.094639142301,NA,NA
51.92678,-0.761755,pour,485.135050670138,226.135006247693,NA,NA
51.929674,-1.3108,pour,447.383235976195,225.956958533069,NA,NA
51.933227,0.251434,pour,554.767641361626,228.522274345353,NA,NA
51.955499,-2.989908,pour,331.982257908538,229.067408427848,NA,NA
51.962855,-0.492528,pour,503.561590010461,230.495859227793,NA,NA
51.964039,-2.190959,pour,386.881325168279,229.571625184969,NA,NA
51.972603,-1.989003,pour,400.755338240773,230.506888201327,NA,NA
51.989984,-1.046743,pour,465.449200244046,232.868816126626,NA,NA
52.002133,0.450702,pour,568.205487197966,236.626514522323,NA,NA
52.017597,-0.054681,pour,533.475811131245,237.297037288936,NA,NA
52.033474,0.650527,pour,581.791177728794,240.5925280954,NA,NA
52.058535,0.916917,pour,599.946413461186,244.079027415957,NA,NA
52.060655,-1.622814,pour,425.856482612244,240.366523437359,NA,NA
52.062757,0.19682,pour,550.578455381224,242.810377325941,NA,NA
52.078493,-2.190011,pour,386.979725589055,242.300276458634,NA,NA
52.093246,-1.863793,pour,409.330345053326,243.932747671658,NA,NA
52.101639,-1.185457,pour,455.78626822242,245.170345783439,NA,NA
52.109097,-1.922863,pour,405.282106284154,245.689673670425,NA,NA
52.120677,-2.401822,pour,372.491637762686,247.050878078342,NA,NA
52.155899,-0.347477,pour,513.037363252895,252.179411088355,NA,NA
52.158942,-2.872496,pour,340.321343938699,251.589266621381,NA,NA
52.161581,-0.625545,pour,494.00572339009,252.414457619747,NA,NA
52.194384,-2.970589,pour,333.66468827288,255.616091165256,NA,NA
52.201448,-1.504368,pour,433.869103293704,256.073540670715,NA,NA
52.226684,-0.97832,pour,469.776432601513,259.256232590105,NA,NA
52.23591,-1.796421,pour,413.900880583893,259.810080582534,NA,NA
52.245966,-1.319795,pour,446.435344891767,261.126898147565,NA,NA
52.249163,1.07976,pour,610.205850600287,265.733356413753,NA,NA
52.251555,-2.422225,pour,371.17961428847,261.614526976493,NA,NA
52.255314,-0.072272,pour,531.566524286188,263.699069893514,NA,NA
52.265793,1.510936,pour,639.536971729124,268.921461377879,NA,NA
52.271121,-2.056853,pour,396.121006479801,263.70817552121,NA,NA
52.296978,-0.386705,pour,510.004957229639,267.807908524926,NA,NA
52.306538,-2.696273,pour,352.532515046276,267.873912310607,NA,NA
52.312338,0.548653,pour,573.714964566667,271.349140798838,NA,NA
52.333567,-0.725155,pour,486.856652877077,271.416781520933,NA,NA
52.337686,-2.229982,pour,384.332202404109,271.134833880569,NA,NA
52.352113,-1.517514,pour,432.859159832341,272.824053966486,NA,NA
52.353533,-1.779911,pour,414.988465957482,272.895233737442,NA,NA
52.39558,0.94641,pour,600.443088057559,281.633592250316,NA,NA
52.404533,-0.077056,pour,530.799063225024,280.284081049539,NA,NA
52.414995,-1.056133,pour,464.18917790249,280.12726510685,NA,NA
52.415712,-2.057134,pour,396.114529731513,279.78955093326,NA,NA
52.417901,-2.410345,pour,372.095408330668,280.110667440699,NA,NA
52.419476,-3.032585,pour,329.78469110246,280.708096699972,NA,NA
52.419577,1.249913,pour,620.964850232045,285.186603408404,NA,NA
52.430859,0.24094,pour,552.335822471035,283.834468829958,NA,NA
52.463766,-2.724558,pour,350.779424966782,285.379445900196,NA,NA
52.483753,-1.255161,pour,450.575361869104,287.616403660507,NA,NA
52.506469,-0.409984,pour,507.905365467962,291.070257950965,NA,NA
52.520416,-2.184483,pour,387.483739267369,291.449396070947,NA,NA
52.531495,1.16313,pour,614.520585396257,297.367572443617,NA,NA
52.531784,-1.660915,pour,422.99928006044,292.751805945305,NA,NA
52.554179,-2.796974,pour,345.971138479427,295.486978070198,NA,NA
52.55748,-2.330017,pour,377.62884557875,295.606941143135,NA,NA
52.560618,1.566159,pour,641.684809888402,301.88012622909,NA,NA
52.567357,-0.7123,pour,487.269068829217,297.433120556877,NA,NA
52.570449,-0.98034,pour,469.099361181292,297.486533638282,NA,NA
52.578751,-0.892602,pour,475.03074831245,298.497519236813,NA,NA
52.579293,-3.091498,pour,326.047419693943,298.541380784589,NA,NA
52.586485,-2.70375,pour,352.325986864299,299.014394120058,NA,NA
52.611185,-1.51529,pour,432.81727488609,301.639376701473,NA,NA
52.612299,0.236705,pour,551.422594694795,304.001871207768,NA,NA
52.629152,0.88747,pour,595.394919658734,307.441764115432,NA,NA
52.657183,-1.69169,pour,420.852277009713,306.689821138576,NA,NA
52.668853,-0.598097,pour,494.788857526608,308.865381076847,NA,NA
52.67677,-0.16876,teem,523.793542615036,310.397223381327,NA,NA
52.689224,-1.277134,pour,448.85437532765,310.454127893375,NA,NA
52.707547,-1.680999,pour,421.550547448904,312.29473392281,NA,NA
52.709747,1.537344,pour,638.918089206512,318.362485006131,NA,NA
52.715568,-2.187424,pour,387.340626662037,313.15562900839,NA,NA
52.724036,-0.896413,pour,474.52509646254,314.652165334052,NA,NA
